DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202407;2;MG;51626;CAIXA ECONÔMICA FEDERAL;1;202,09
202407;2;MG;51011;VOTORANTIM;13;44140,85
202407;2;MS;49906;BB;59;991268,30
202407;2;MS;10045;BRADESCO;3;12688,75
202407;2;MS;51011;VOTORANTIM;3;4135,67
202407;2;MT;49906;BB;52;571314,57
202407;2;MT;10045;BRADESCO;4;55542,41
202407;2;MT;51011;VOTORANTIM;3;6354,95
202407;2;PA;49906;BB;81;1064238,74
202407;2;PA;10045;BRADESCO;2;62406,18
202407;2;PA;51011;VOTORANTIM;3;15309,54
202407;2;PB;49906;BB;59;627192,38
202407;2;PB;10045;BRADESCO;1;10617,66
202407;2;PE;49906;BB;53;871335,98
202407;2;PE;10045;BRADESCO;10;52521,36
202407;2;PE;51011;VOTORANTIM;2;7628,63
202407;2;PI;49906;BB;60;710417,25
202407;2;PI;10045;BRADESCO;3;26336,67
202407;2;PI;51011;VOTORANTIM;1;2238,55
202407;2;PR;49906;BB;54;634453,54
202407;2;PR;10045;BRADESCO;14;100379,15
202407;2;PR;10069;ITAU;3;79,62
202407;2;PR;51011;VOTORANTIM;10;43261,62
202407;2;RJ;49906;BB;75;1262455,61
202407;2;RJ;10045;BRADESCO;52;635257,60
202407;2;RJ;30379;SANTANDER;4;280,76
202407;2;RJ;51011;VOTORANTIM;11;27787,76
202407;2;RN;49906;BB;73;845421,49
202407;2;RN;51011;VOTORANTIM;1;1182,71
202407;2;RO;49906;BB;17;240668,27
202407;2;RO;10045;BRADESCO;3;14739,48
202407;2;RO;51011;VOTORANTIM;2;9514,00
202407;2;RR;49906;BB;11;224777,06
202407;2;RS;49906;BB;69;862309,87
202407;2;RS;10045;BRADESCO;7;87160,32
202407;2;RS;52072;C6 BANK;1;111,56
202407;2;RS;30379;SANTANDER;2;127,23
202407;2;RS;51011;VOTORANTIM;12;27809,04
202407;2;SC;49906;BB;66;1005927,36
202407;2;SC;10045;BRADESCO;8;113269,13
202407;2;SC;51011;VOTORANTIM;8;13543,41
202407;2;SE;49906;BB;15;310797,39
202407;2;SE;10045;BRADESCO;2;58218,28
202407;2;SE;51011;VOTORANTIM;1;1945,93
202407;2;SP;49906;BB;282;4801891,99
202407;2;SP;10045;BRADESCO;81;589260,34
202407;2;SP;49944;BTG PACTUAL;1;2289,44
202407;2;SP;52072;C6 BANK;4;706,35
202407;2;SP;10069;ITAU;2;5125,03
202407;2;SP;30379;SANTANDER;2;54,89
202407;2;SP;51011;VOTORANTIM;43;144130,28
202407;2;TO;49906;BB;26;404351,71
202407;2;TO;10045;BRADESCO;1;2081,94
202407;2;TO;51011;VOTORANTIM;1;2587,90
202407;3;AC;49906;BB;9;683297,25
202407;3;AC;51626;CAIXA ECONÔMICA FEDERAL;7;612510,41
202407;3;AC;10069;ITAU;2;3994,69
202407;3;AC;30379;SANTANDER;12;84780,74
202407;3;AL;49906;BB;7;219816,66
202407;3;AL;51626;CAIXA ECONÔMICA FEDERAL;27;2404869,61
202407;3;AL;10069;ITAU;18;132330,84
202407;3;AL;30379;SANTANDER;42;304262,03
202407;3;AM;49906;BB;9;766018,26
202407;3;AM;51626;CAIXA ECONÔMICA FEDERAL;17;1626766,89
202407;3;AM;10069;ITAU;46;668610,85
202407;3;AM;30379;SANTANDER;49;692906,39
202407;3;AP;49906;BB;3;111126,00
202407;3;AP;51626;CAIXA ECONÔMICA FEDERAL;11;1118972,67
202407;3;AP;10069;ITAU;3;17915,87
202407;3;AP;30379;SANTANDER;32;272890,94
202407;3;BA;49906;BB;27;1387379,20
202407;3;BA;51626;CAIXA ECONÔMICA FEDERAL;98;6582751,19
202407;3;BA;10069;ITAU;175;2308125,35
202407;3;BA;30379;SANTANDER;323;3347554,58
202407;3;CE;49906;BB;26;1403395,38
202407;3;CE;7237373;BCO DO NORDESTE DO BRASIL S.A.;1;24297,94
202407;3;CE;10045;BRADESCO;1;2211,16
202407;3;CE;51626;CAIXA ECONÔMICA FEDERAL;70;5698941,33
202407;3;CE;10069;ITAU;60;821304,63
202407;3;CE;30379;SANTANDER;115;1333718,77
202407;3;DF;49906;BB;10;236302,19
202407;3;DF;51626;CAIXA ECONÔMICA FEDERAL;33;2999888,23
202407;3;DF;10069;ITAU;80;1104174,44
202407;3;DF;30379;SANTANDER;99;1789310,49
202407;3;ES;49906;BB;3;57517,86
202407;3;ES;51626;CAIXA ECONÔMICA FEDERAL;28;1410782,38
202407;3;ES;10069;ITAU;40;506363,59
202407;3;ES;30379;SANTANDER;54;354892,93
202407;3;GO;49906;BB;16;2228820,39
202407;3;GO;51626;CAIXA ECONÔMICA FEDERAL;62;3641358,56
202407;3;GO;10069;ITAU;89;731274,19
202407;3;GO;30379;SANTANDER;145;1806620,82
202407;3;MA;49906;BB;27;1123063,89
202407;3;MA;51626;CAIXA ECONÔMICA FEDERAL;14;848485,41
202407;3;MA;10069;ITAU;22;220466,83
202407;3;MA;30379;SANTANDER;64;1050772,18
202407;3;MG;49906;BB;34;2922353,63
202407;3;MG;10045;BRADESCO;1;3706,59
202407;3;MG;51626;CAIXA ECONÔMICA FEDERAL;117;6768433,83
202407;3;MG;10069;ITAU;181;1909536,85
202407;3;MG;30379;SANTANDER;376;4224981,84
202407;3;MS;49906;BB;18;696485,14
202407;3;MS;51626;CAIXA ECONÔMICA FEDERAL;17;1694828,60
202407;3;MS;10069;ITAU;26;361689,49
202407;3;MS;30379;SANTANDER;59;756639,64
202407;3;MT;49906;BB;16;835014,93
202407;3;MT;51626;CAIXA ECONÔMICA FEDERAL;32;2101478,72
202407;3;MT;10069;ITAU;55;446074,57
202407;3;MT;30379;SANTANDER;91;1297247,11
202407;3;PA;49906;BB;21;1198140,57
202407;3;PA;51626;CAIXA ECONÔMICA FEDERAL;22;1190451,73
202407;3;PA;10069;ITAU;42;434891,40
202407;3;PA;30379;SANTANDER;65;531719,48
202407;3;PB;49906;BB;14;865044,34
202407;3;PB;10045;BRADESCO;1;1572,79
202407;3;PB;51626;CAIXA ECONÔMICA FEDERAL;30;2389288,23
202407;3;PB;10069;ITAU;24;177605,00
202407;3;PB;30379;SANTANDER;47;341317,97
202407;3;PE;49906;BB;19;1885012,30
202407;3;PE;51626;CAIXA ECONÔMICA FEDERAL;55;4346533,18
202407;3;PE;10069;ITAU;71;580873,16
202407;3;PE;30379;SANTANDER;226;3544819,50
202407;3;PI;49906;BB;13;672636,69
202407;3;PI;10045;BRADESCO;1;6833,58
202407;3;PI;51626;CAIXA ECONÔMICA FEDERAL;12;832557,41
202407;3;PI;10069;ITAU;11;245042,02
202407;3;PI;30379;SANTANDER;33;819239,52
202407;3;PR;49906;BB;28;911706,93
202407;3;PR;51626;CAIXA ECONÔMICA FEDERAL;115;7375979,59
202407;3;PR;10069;ITAU;242;2741773,36
202407;3;PR;30379;SANTANDER;290;4543817,04
202407;3;RJ;49906;BB;15;1955166,12
202407;3;RJ;10045;BRADESCO;1;3353,44
202407;3;RJ;51626;CAIXA ECONÔMICA FEDERAL;130;11596946,81
202407;3;RJ;10069;ITAU;358;4436029,52
202407;3;RJ;30379;SANTANDER;551;7277929,39
202407;3;RN;49906;BB;10;356877,04
202407;3;RN;51626;CAIXA ECONÔMICA FEDERAL;17;1158011,77
202407;3;RN;10069;ITAU;18;138851,80
202407;3;RN;30379;SANTANDER;52;722709,16
202407;3;RO;49906;BB;3;228573,46
202407;3;RO;51626;CAIXA ECONÔMICA FEDERAL;15;935409,91
202407;3;RO;10069;ITAU;8;134279,73
202407;3;RO;30379;SANTANDER;21;288025,51
202407;3;RR;49906;BB;3;68424,01
202407;3;RR;51626;CAIXA ECONÔMICA FEDERAL;2;82954,20
202407;3;RR;10069;ITAU;6;25634,93
202407;3;RR;30379;SANTANDER;7;46887,70
202407;3;RS;49906;BB;13;1343388,49
202407;3;RS;10045;BRADESCO;1;25759,98
202407;3;RS;51626;CAIXA ECONÔMICA FEDERAL;86;4390484,61
202407;3;RS;10069;ITAU;107;1313265,74
202407;3;RS;30379;SANTANDER;283;4682753,87
202407;3;SC;49906;BB;24;1438905,00
202407;3;SC;51626;CAIXA ECONÔMICA FEDERAL;73;4794967,79
202407;3;SC;10069;ITAU;62;676212,60
202407;3;SC;30379;SANTANDER;157;2545105,19
202407;3;SE;49906;BB;4;18996,48
202407;3;SE;51626;CAIXA ECONÔMICA FEDERAL;13;1384038,57
202407;3;SE;10069;ITAU;1;5359,23
202407;3;SE;30379;SANTANDER;23;324850,53
202407;3;SP;49906;BB;75;3302938,90
202407;3;SP;10045;BRADESCO;6;358914,42
202407;3;SP;51626;CAIXA ECONÔMICA FEDERAL;291;20777710,58
202407;3;SP;10069;ITAU;1112;14421287,03
202407;3;SP;30379;SANTANDER;2008;27722015,47
202407;3;TO;49906;BB;4;122801,82
202407;3;TO;51626;CAIXA ECONÔMICA FEDERAL;6;206195,29
202407;3;TO;10069;ITAU;17;138669,74
202407;3;TO;30379;SANTANDER;20;187326,19
202408;1;AC;49906;BB;2;349,62
202408;1;AC;10045;BRADESCO;1;0,27
202408;1;AC;49944;BTG PACTUAL;1;189,52
202408;1;AC;52058;NUBANK;2;245,05
202408;1;AC;30379;SANTANDER;4;5131,64
202408;1;AL;30290;BMG;1;200,96
202408;1;AL;10045;BRADESCO;5;1735,91
202408;1;AL;49944;BTG PACTUAL;6;946,12
202408;1;AL;10069;ITAU;6;213,30
202408;1;AL;52058;NUBANK;15;1667,43
202408;1;AL;30379;SANTANDER;20;21523,50
202408;1;AM;10045;BRADESCO;33;27158,38
202408;1;AM;49944;BTG PACTUAL;6;894,93
202408;1;AM;51626;CAIXA ECONÔMICA FEDERAL;1;200,06
202408;1;AM;51884;INTER;2;400,92
202408;1;AM;10069;ITAU;18;2509,28
202408;1;AM;52058;NUBANK;40;3693,75
202408;1;AM;30379;SANTANDER;52;59570,67
202408;1;AP;49944;BTG PACTUAL;4;618,97
202408;1;AP;51884;INTER;1;68,94
202408;1;AP;52058;NUBANK;6;575,74
202408;1;AP;30379;SANTANDER;7;7092,88
202408;1;BA;49906;BB;6;941,31
202408;1;BA;10045;BRADESCO;3;865,83
202408;1;BA;49944;BTG PACTUAL;19;2627,11
202408;1;BA;51626;CAIXA ECONÔMICA FEDERAL;2;349,88
202408;1;BA;4174720;CC SICOOB COOPEMAR;1;52,18
202408;1;BA;51884;INTER;7;1094,54
202408;1;BA;10069;ITAU;42;3613,74
202408;1;BA;52058;NUBANK;65;6307,69
202408;1;BA;30379;SANTANDER;109;112306,77
202408;1;BA;73398646;SOC CC SICOOB COOPERE;1;160,28
202408;1;CE;51750;BANCO SICOOB;1;213,60
202408;1;CE;49906;BB;3;603,47
202408;1;CE;10045;BRADESCO;6;1451,47
202408;1;CE;49944;BTG PACTUAL;16;2386,98
202408;1;CE;51626;CAIXA ECONÔMICA FEDERAL;1;53,79
202408;1;CE;51884;INTER;7;1137,19
202408;1;CE;10069;ITAU;17;1255,28
202408;1;CE;52058;NUBANK;53;4921,43
202408;1;CE;30379;SANTANDER;99;115804,70
202408;1;DF;51750;BANCO SICOOB;2;229,51
202408;1;DF;30290;BMG;1;200,31
202408;1;DF;10045;BRADESCO;16;14151,44
202408;1;DF;49944;BTG PACTUAL;7;1237,20
202408;1;DF;51626;CAIXA ECONÔMICA FEDERAL;2;1188,52
202408;1;DF;51884;INTER;2;211,98
202408;1;DF;10069;ITAU;12;1256,15
202408;1;DF;52058;NUBANK;32;3117,29
202408;1;DF;30379;SANTANDER;36;37391,75
202408;1;ES;49944;BTG PACTUAL;10;1563,50
202408;1;ES;51626;CAIXA ECONÔMICA FEDERAL;1;200,56
202408;1;ES;10069;ITAU;9;661,64
202408;1;ES;52058;NUBANK;17;875,59
202408;1;ES;30379;SANTANDER;33;38345,88
202408;1;GO;49906;BB;1;202,01
202408;1;GO;10045;BRADESCO;19;23338,67
202408;1;GO;49944;BTG PACTUAL;11;1934,70
202408;1;GO;52072;C6 BANK;1;205,85
202408;1;GO;51626;CAIXA ECONÔMICA FEDERAL;1;201,91
202408;1;GO;51884;INTER;4;741,13
202408;1;GO;10069;ITAU;26;2314,93
202408;1;GO;52058;NUBANK;31;3002,88
202408;1;GO;30379;SANTANDER;45;52268,80
202408;1;MA;49906;BB;5;546,69
202408;1;MA;10045;BRADESCO;4;3508,59
202408;1;MA;49944;BTG PACTUAL;6;943,54
202408;1;MA;52072;C6 BANK;1;132,92
202408;1;MA;10069;ITAU;6;162,65
202408;1;MA;52058;NUBANK;22;1513,21
202408;1;MA;30379;SANTANDER;38;38787,28
202408;1;MG;51750;BANCO SICOOB;1;25,11
202408;1;MG;49906;BB;3;398,97
202408;1;MG;30290;BMG;3;607,25
202408;1;MG;10045;BRADESCO;42;29629,74
202408;1;MG;49944;BTG PACTUAL;39;5549,61
202408;1;MG;52072;C6 BANK;1;6,79
202408;1;MG;51626;CAIXA ECONÔMICA FEDERAL;5;1328,85
202408;1;MG;65239402;CC UNIÃO DO CENTRO OESTE DE MINAS;1;2115,19
202408;1;MG;51884;INTER;8;831,99
202408;1;MG;10069;ITAU;62;9906,46
202408;1;MG;52058;NUBANK;75;6320,11
202408;1;MG;30379;SANTANDER;160;176160,85
202408;1;MS;10045;BRADESCO;18;10084,17
202408;1;MS;49944;BTG PACTUAL;7;870,32
202408;1;MS;51626;CAIXA ECONÔMICA FEDERAL;2;402,72
202408;1;MS;10069;ITAU;9;740,73
202408;1;MS;52058;NUBANK;23;1466,67
202408;1;MS;30379;SANTANDER;35;35394,79
202408;1;MS;51011;VOTORANTIM;1;203,74
202408;1;MT;49906;BB;2;402,77
202408;1;MT;10045;BRADESCO;1;614,72
202408;1;MT;49944;BTG PACTUAL;5;752,46
202408;1;MT;51884;INTER;1;130,38
202408;1;MT;10069;ITAU;10;3967,54
202408;1;MT;52058;NUBANK;18;1246,51
202408;1;MT;30379;SANTANDER;19;19920,30
202408;1;PA;49906;BB;1;177,68
202408;1;PA;30290;BMG;1;200,91
202408;1;PA;10045;BRADESCO;6;1285,53
202408;1;PA;49944;BTG PACTUAL;10;1387,36
202408;1;PA;51884;INTER;7;867,71
202408;1;PA;10069;ITAU;14;783,10
202408;1;PA;52058;NUBANK;34;3342,89
202408;1;PA;30379;SANTANDER;40;43604,18
202408;1;PB;49906;BB;3;410,59
202408;1;PB;30290;BMG;1;202,85
202408;1;PB;10045;BRADESCO;10;3696,97
202408;1;PB;49944;BTG PACTUAL;9;1246,54
202408;1;PB;51626;CAIXA ECONÔMICA FEDERAL;1;68,95
202408;1;PB;51884;INTER;2;278,06
202408;1;PB;10069;ITAU;8;1530,81
202408;1;PB;52058;NUBANK;21;2144,42
202408;1;PB;30379;SANTANDER;18;20780,71
202408;1;PE;49906;BB;5;833,65
202408;1;PE;10045;BRADESCO;10;5011,15
202408;1;PE;49944;BTG PACTUAL;16;2482,60
202408;1;PE;51626;CAIXA ECONÔMICA FEDERAL;4;742,80
202408;1;PE;51884;INTER;5;776,42
202408;1;PE;10069;ITAU;26;6236,86
202408;1;PE;52058;NUBANK;45;4018,56
202408;1;PE;30379;SANTANDER;87;72233,30
202408;1;PI;49906;BB;1;74,14
202408;1;PI;10045;BRADESCO;2;2245,75
202408;1;PI;49944;BTG PACTUAL;6;909,45
202408;1;PI;51626;CAIXA ECONÔMICA FEDERAL;1;260,88
202408;1;PI;10069;ITAU;1;161,54
202408;1;PI;52058;NUBANK;17;1632,33
202408;1;PI;30379;SANTANDER;13;16883,43
202408;1;PR;51750;BANCO SICOOB;1;210,65
202408;1;PR;49906;BB;2;402,71
202408;1;PR;10045;BRADESCO;21;14318,09
202408;1;PR;49944;BTG PACTUAL;22;2652,34
202408;1;PR;51626;CAIXA ECONÔMICA FEDERAL;3;770,97
202408;1;PR;51884;INTER;5;812,39
202408;1;PR;10069;ITAU;37;4277,33
202408;1;PR;52058;NUBANK;68;5231,70
202408;1;PR;30379;SANTANDER;73;88377,31
202408;1;RJ;49906;BB;4;650,63
202408;1;RJ;30290;BMG;1;203,35
202408;1;RJ;10045;BRADESCO;39;30110,90
202408;1;RJ;49944;BTG PACTUAL;33;4018,94
202408;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;3;595,29
202408;1;RJ;51884;INTER;6;806,25
202408;1;RJ;10069;ITAU;139;17764,44
202408;1;RJ;52058;NUBANK;124;10686,39
202408;1;RJ;30379;SANTANDER;252;246556,83
202408;1;RN;49906;BB;3;405,91
202408;1;RN;10045;BRADESCO;5;5256,76
202408;1;RN;49944;BTG PACTUAL;7;1185,85
202408;1;RN;51884;INTER;4;752,54
202408;1;RN;10069;ITAU;7;606,17
202408;1;RN;52058;NUBANK;30;2520,39
202408;1;RN;30379;SANTANDER;28;36813,08
202408;1;RO;10045;BRADESCO;1;333,69
202408;1;RO;49944;BTG PACTUAL;2;384,10
202408;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;39,25
202408;1;RO;51884;INTER;1;201,74
202408;1;RO;10069;ITAU;6;3318,39
202408;1;RO;52058;NUBANK;18;1540,01
202408;1;RO;30379;SANTANDER;18;25839,93
202408;1;RR;49944;BTG PACTUAL;2;266,18
202408;1;RR;10069;ITAU;1;673,74
202408;1;RR;52058;NUBANK;6;454,75
202408;1;RR;30379;SANTANDER;4;5053,99
202408;1;RS;30173;BANRISUL;2;155,51
202408;1;RS;49906;BB;1;0,95
202408;1;RS;10045;BRADESCO;3;254,37
202408;1;RS;49944;BTG PACTUAL;20;2896,60
202408;1;RS;52072;C6 BANK;1;173,65
202408;1;RS;51626;CAIXA ECONÔMICA FEDERAL;3;503,24
202408;1;RS;51884;INTER;1;50,52
202408;1;RS;10069;ITAU;28;1834,71
202408;1;RS;52058;NUBANK;53;3644,76
202408;1;RS;30379;SANTANDER;82;77477,93
202408;1;SC;49906;BB;2;401,75
202408;1;SC;30290;BMG;1;201,90
202408;1;SC;10045;BRADESCO;2;1386,30
202408;1;SC;49944;BTG PACTUAL;8;1407,34
202408;1;SC;51626;CAIXA ECONÔMICA FEDERAL;1;203,65
202408;1;SC;51884;INTER;2;252,68
202408;1;SC;10069;ITAU;15;1541,75
202408;1;SC;52058;NUBANK;35;2842,29
202408;1;SC;30379;SANTANDER;45;41568,30
202408;1;SE;49906;BB;2;404,40
202408;1;SE;30290;BMG;1;200,47
202408;1;SE;10045;BRADESCO;4;2465,85
202408;1;SE;49944;BTG PACTUAL;3;375,03
202408;1;SE;52072;C6 BANK;1;111,77
202408;1;SE;51884;INTER;2;317,83
202408;1;SE;10069;ITAU;6;706,87
202408;1;SE;52058;NUBANK;17;1302,46
202408;1;SE;30379;SANTANDER;12;11569,55
202408;1;SE;51011;VOTORANTIM;1;202,18
202408;1;SP;49906;BB;7;1319,63
202408;1;SP;30290;BMG;1;99,21
202408;1;SP;10045;BRADESCO;108;68034,58
202408;1;SP;49944;BTG PACTUAL;131;18646,13
202408;1;SP;52072;C6 BANK;10;1873,22
202408;1;SP;51626;CAIXA ECONÔMICA FEDERAL;9;1720,70
202408;1;SP;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;2;248,58
202408;1;SP;51884;INTER;24;3076,55
202408;1;SP;10069;ITAU;285;34192,99
202408;1;SP;52058;NUBANK;306;25634,57
202408;1;SP;30379;SANTANDER;644;677350,27
202408;1;TO;49944;BTG PACTUAL;2;295,08
202408;1;TO;52058;NUBANK;9;921,07
202408;1;TO;30379;SANTANDER;8;8234,53
202408;2;AC;10045;BRADESCO;1;48,01
202408;2;AL;10045;BRADESCO;17;119193,35
202408;2;AL;51011;VOTORANTIM;2;10695,73
202408;2;AM;10045;BRADESCO;42;612983,41
202408;2;AP;10045;BRADESCO;2;34256,30
202408;2;BA;10045;BRADESCO;105;727716,03
202408;2;BA;10069;ITAU;1;170,01
202408;2;BA;51011;VOTORANTIM;4;7175,92
202408;2;CE;10045;BRADESCO;41;725515,11
202408;2;CE;51011;VOTORANTIM;5;5206,39
202408;2;DF;10045;BRADESCO;35;429009,53
202408;2;DF;30379;SANTANDER;1;197,41
202408;2;DF;51011;VOTORANTIM;2;5839,81
202408;2;ES;10045;BRADESCO;24;69695,32
202408;2;ES;52072;C6 BANK;1;207,86
202408;2;ES;51011;VOTORANTIM;1;782,53
202408;2;GO;49906;BB;1;1587,98
202408;2;GO;10045;BRADESCO;74;815445,66
202408;2;GO;30379;SANTANDER;1;102,75
202408;2;GO;51011;VOTORANTIM;9;17156,77
202408;2;MA;49906;BB;1;196,21
202408;2;MA;7237373;BCO DO NORDESTE DO BRASIL S.A.;1;5856,91
202408;2;MA;10045;BRADESCO;31;420359,09
202408;2;MA;52072;C6 BANK;1;151,44
202408;2;MA;30379;SANTANDER;1;5636,68
202408;2;MG;49906;BB;2;7996,21
202408;2;MG;10045;BRADESCO;183;1241466,94
202408;2;MG;30379;SANTANDER;1;42,60
202408;2;MG;51011;VOTORANTIM;8;22344,71
202408;2;MS;49906;BB;1;203,98
202408;2;MS;10045;BRADESCO;62;638709,24
202408;2;MS;51011;VOTORANTIM;4;20096,67
202408;2;MT;49906;BB;1;7411,55
202408;2;MT;10045;BRADESCO;35;447193,42
202408;2;PA;10045;BRADESCO;37;1159376,73
202408;2;PA;30379;SANTANDER;2;43,20
202408;2;PA;51011;VOTORANTIM;2;10047,65
202408;2;PB;49906;BB;1;201,12
202408;2;PB;10045;BRADESCO;22;172954,48
202408;2;PB;51011;VOTORANTIM;2;3507,70
202408;2;PE;10045;BRADESCO;70;771503,50
202408;2;PE;51011;VOTORANTIM;2;7541,36
202408;2;PI;10045;BRADESCO;10;55604,16
202408;2;PI;52072;C6 BANK;3;482,83
202408;2;PI;51011;VOTORANTIM;2;2618,20
202408;2;PR;10045;BRADESCO;99;983052,06
202408;2;PR;51011;VOTORANTIM;14;28703,65
202408;2;RJ;49906;BB;1;202,09
202408;2;RJ;10045;BRADESCO;285;2513325,80
202408;2;RJ;49944;BTG PACTUAL;1;1779,89
202408;2;RJ;52072;C6 BANK;5;1259,26
202408;2;RJ;10069;ITAU;1;173,34
202408;2;RJ;51011;VOTORANTIM;9;37476,94
202408;2;RN;10045;BRADESCO;15;208521,82
202408;2;RN;51011;VOTORANTIM;2;6541,90
202408;2;RO;10045;BRADESCO;8;111899,71
202408;2;RO;51011;VOTORANTIM;1;654,60
202408;2;RR;10045;BRADESCO;2;11241,13
202408;2;RR;51011;VOTORANTIM;1;12498,04
202408;2;RS;10045;BRADESCO;46;641223,29
202408;2;RS;52072;C6 BANK;1;203,19
202408;2;RS;51011;VOTORANTIM;6;33408,11
202408;2;SC;10045;BRADESCO;70;950453,25
202408;2;SC;52072;C6 BANK;2;2325,40
202408;2;SC;51011;VOTORANTIM;7;17176,65
202408;2;SE;10045;BRADESCO;8;85420,86
202408;2;SE;51011;VOTORANTIM;1;3987,39
202408;2;SP;49906;BB;1;4052,17
202408;2;SP;10045;BRADESCO;887;5475345,58
202408;2;SP;52072;C6 BANK;4;15138,11
202408;2;SP;10069;ITAU;2;57,56
202408;2;SP;30379;SANTANDER;12;312,68
202408;2;SP;51011;VOTORANTIM;47;123102,00
202408;2;TO;10045;BRADESCO;10;34614,90
202408;3;AC;10045;BRADESCO;8;1147273,99
202408;3;AC;51626;CAIXA ECONÔMICA FEDERAL;1;5208,98
202408;3;AC;10069;ITAU;3;22704,83
202408;3;AC;30379;SANTANDER;6;152885,59
202408;3;AL;49906;BB;3;62394,54
202408;3;AL;10045;BRADESCO;67;4130273,87
202408;3;AL;51626;CAIXA ECONÔMICA FEDERAL;9;760101,93
202408;3;AL;10069;ITAU;21;210832,78
202408;3;AL;30379;SANTANDER;20;551836,89
202408;3;AM;49906;BB;6;387853,45
202408;3;AM;10045;BRADESCO;150;13275794,76
202408;3;AM;51626;CAIXA ECONÔMICA FEDERAL;3;208789,86
202408;3;AM;10069;ITAU;35;744050,21
202408;3;AM;30379;SANTANDER;33;350106,11
202408;3;AP;49906;BB;6;521230,12
202408;3;AP;10045;BRADESCO;18;1151292,45
202408;3;AP;51626;CAIXA ECONÔMICA FEDERAL;1;43352,72
202408;3;AP;10069;ITAU;5;23001,14
202408;3;AP;30379;SANTANDER;3;29456,55
202408;3;BA;49906;BB;17;611776,09
202408;3;BA;7237373;BCO DO NORDESTE DO BRASIL S.A.;1;14548,45
202408;3;BA;10045;BRADESCO;400;26986859,95
202408;3;BA;51626;CAIXA ECONÔMICA FEDERAL;20;841121,19
202408;3;BA;10069;ITAU;91;873244,84
202408;3;BA;30379;SANTANDER;207;2224269,86
202408;3;CE;49906;BB;14;586997,63
202408;3;CE;10045;BRADESCO;168;10283372,09
202408;3;CE;51626;CAIXA ECONÔMICA FEDERAL;17;893115,15
202408;3;CE;10069;ITAU;81;1099433,83
202408;3;CE;30379;SANTANDER;65;634558,60
202408;3;DF;49906;BB;1;120541,41
202408;3;DF;10045;BRADESCO;54;4680296,88
202408;3;DF;51626;CAIXA ECONÔMICA FEDERAL;9;515366,01
202408;3;DF;10069;ITAU;47;374772,69
202408;3;DF;30379;SANTANDER;61;1042636,24
202408;3;ES;49906;BB;2;23100,15
202408;3;ES;10045;BRADESCO;82;5436694,36
202408;3;ES;51626;CAIXA ECONÔMICA FEDERAL;7;205711,07
202408;3;ES;10069;ITAU;41;426394,44
202408;3;ES;30379;SANTANDER;48;456550,62
202408;3;GO;49906;BB;5;356784,05
202408;3;GO;10045;BRADESCO;199;14979428,80
202408;3;GO;51626;CAIXA ECONÔMICA FEDERAL;13;870967,33
202408;3;GO;10069;ITAU;137;1339436,77
202408;3;GO;30379;SANTANDER;107;1413989,37
202408;3;MA;49906;BB;10;941411,52
202408;3;MA;10045;BRADESCO;154;13304734,47
202408;3;MA;51626;CAIXA ECONÔMICA FEDERAL;4;316687,01
202408;3;MA;10069;ITAU;28;266752,57
202408;3;MA;30379;SANTANDER;45;506070,03
202408;3;MG;49906;BB;18;1014695,12
202408;3;MG;10045;BRADESCO;443;30588952,77
202408;3;MG;51626;CAIXA ECONÔMICA FEDERAL;45;1928468,41
202408;3;MG;10069;ITAU;227;2259552,64
202408;3;MG;30379;SANTANDER;251;2450767,37
202408;3;MS;49906;BB;2;12260,47
202408;3;MS;10045;BRADESCO;138;9783910,06
202408;3;MS;51626;CAIXA ECONÔMICA FEDERAL;5;234250,81
202408;3;MS;10069;ITAU;15;320734,27
202408;3;MS;30379;SANTANDER;42;316411,30
202408;3;MT;49906;BB;12;967665,52
202408;3;MT;10045;BRADESCO;140;9625161,30
202408;3;MT;51626;CAIXA ECONÔMICA FEDERAL;6;375687,19
202408;3;MT;10069;ITAU;17;78469,08
202408;3;MT;30379;SANTANDER;50;820177,29
202408;3;PA;49906;BB;8;1452357,76
202408;3;PA;10045;BRADESCO;196;16331443,78
202408;3;PA;51626;CAIXA ECONÔMICA FEDERAL;7;503999,66
202408;3;PA;10069;ITAU;22;199435,51
202408;3;PA;30379;SANTANDER;55;475577,15
202408;3;PB;49906;BB;1;37337,39
202408;3;PB;10045;BRADESCO;72;3537226,41
202408;3;PB;51626;CAIXA ECONÔMICA FEDERAL;10;543489,41
202408;3;PB;10069;ITAU;21;210305,91
202408;3;PB;30379;SANTANDER;45;750632,46
202408;3;PE;49906;BB;6;155000,25
202408;3;PE;7237373;BCO DO NORDESTE DO BRASIL S.A.;1;24115,14
202408;3;PE;10045;BRADESCO;169;12097161,11
202408;3;PE;51626;CAIXA ECONÔMICA FEDERAL;9;1771066,88
202408;3;PE;10069;ITAU;92;1437774,46
202408;3;PE;30379;SANTANDER;127;1251999,03
202408;3;PI;49906;BB;9;478035,76
202408;3;PI;10045;BRADESCO;64;5019933,32
